Chủ đề,Từ khoá tổng,Nhóm từ khóa,Key có AIO,TOP lên AIO,Trang đích dự kiến,Volume,Phương án,URL Đúng,URL SERP,Index,Đánh giá LP,Now,2026-07-09 00:00:00,2026-07-02 00:00:00,2026-06-30 00:00:00,2026-06-28 00:00:00,2026-06-25 00:00:00,2026-06-21 00:00:00,2026-06-06 00:00:00,2026-06-02 00:00:00,2026-05-26 00:00:00,2026-05-22 00:00:00,2026-05-14 00:00:00,2026-05-12 00:00:00,2026-05-06 00:00:00,,,,,,,,,,,,,,,,
Bệnh lý – Sầu riêng,nứt thân xì mủ sầu riêng,bệnh xì mủ trên cây sầu riêng,Yes,1,Blog,210,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/benh-xi-mu-tren-cay-sau-rieng,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/benh-xi-mu-tren-cay-sau-rieng,Indexed,Đúng,2,2,4,2,2,1,1,1,2,-,-,-,-,-,,,,,,,,,,,,,,,,
Bệnh lý – Lúa,cháy bìa lá,cháy bìa lá lúa,No,,Blog,170,Tối ưu technical,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/chay-bia-la-lem-lep-hat-lua,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/chay-bia-la-lem-lep-hat-lua,#N/A,Đúng,2,2,2,2,2,2,2,2,2,1,1,1,1,2,,,,,,,,,,,,,,,,
Bệnh lý – Lúa,cháy bìa lá lúa,cháy bìa lá lúa,Yes,2,Blog,210,Tối ưu technical,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/chay-bia-la-lem-lep-hat-lua,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/chay-bia-la-lem-lep-hat-lua,#N/A,Đúng,2,2,2,2,2,2,2,2,2,-,-,-,-,-,,,,,,,,,,,,,,,,
Chuột & động vật hại,diệt chuột đồng ruộng,diệt chuột đồng ruộng,Yes,1,Blog,,Tối ưu technical,https://www.hoptrisummit.com/photo/thi-nghiem-hdsd/huong-dan-cach-diet-chuot-dong-pha-hai-ruong-lua,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/diet-chuot-ngoai-dong,,Sai,2,2,1,1,1,1,1,1,2,8,2,2,2,2,,,,,,,,,,,,,,,,
Bệnh lý – Lúa,bệnh đạo ôn do tác nhân nào gây ra,đạo ôn,Yes,2,Blog,20,Tối ưu technical,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/benh-dao-on-la-lua-va-cach-phong-tru,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/benh-dao-on-la-lua-va-cach-phong-tru,#N/A,Đúng,2,2,3,2,2,2,2,2,2,2,3,3,3,5,,,,,,,,,,,,,,,,
Bệnh lý – Lúa,bệnh đạo ôn là gì,đạo ôn,Yes,1,Blog,70,Tối ưu technical,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/benh-dao-on-la-lua-va-cach-phong-tru,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/benh-dao-on-la-lua-va-cach-phong-tru,#N/A,Đúng,2,2,2,2,1,2,2,2,2,-,-,-,-,-,,,,,,,,,,,,,,,,
Bệnh lý – Lúa,bệnh đạo ôn lúa là gì,đạo ôn,No,,Blog,30,Tối ưu technical,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/benh-dao-on-la-lua-va-cach-phong-tru,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/benh-dao-on-la-lua-va-cach-phong-tru,#N/A,Đúng,2,2,2,2,2,2,2,2,2,7,44,44,36,34,,,,,,,,,,,,,,,,
Bệnh lý – Lúa,đặc điểm của bệnh đạo ôn hại lúa là,đạo ôn,Yes,3,Blog,30,Tối ưu technical,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/benh-dao-on-la-lua-va-cach-phong-tru,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/benh-dao-on-la-lua-va-cach-phong-tru,#N/A,Đúng,2,2,2,2,2,2,2,3,2,11,12,12,12,-,,,,,,,,,,,,,,,,
Bệnh lý – Sầu riêng,thuốc đặc trị nấm phytophthora,hoạt chất trị nấm phytophthora,Yes,,Sản phẩm,320,Tối ưu content,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-benh/eddy-72wp,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/phong-tru-benh-hai-do-nam-phytophthora-tren-cay-sau-rieng,#N/A,Sai,2,2,2,2,2,2,2,1,2,6,-,-,-,6,,,,,,,,,,,,,,,,
Phân bón lá,phân bón lá 20 20 20,phân bón lá 20-20-20,Yes,2,Sản phẩm,140,,,https://www.hoptrisummit.com/san-pham/dinh-duong-cay-trong/phan-bon-la/hop-tri-hk-npk-20-20-20-te,#N/A,Sai,2,2,2,1,1,3,2,1,2,28,6,6,3,9,,,,,,,,,,,,,,,,
Phân bón lá,phân bón lá 20-20-20,phân bón lá 20-20-20,Yes,2,Sản phẩm,140,,,https://www.hoptrisummit.com/san-pham/dinh-duong-cay-trong/phan-bon-la/hop-tri-hk-npk-20-20-20-te,#N/A,Sai,2,2,2,2,1,3,1,1,2,18,5,5,5,5,,,,,,,,,,,,,,,,
Phân bón lá,phân bón lá npk 20 20 20,phân bón lá 20-20-20,Yes,2,Sản phẩm,30,,,https://www.hoptrisummit.com/san-pham/dinh-duong-cay-trong/phan-bon-la/hop-tri-hk-npk-20-20-20-te,#N/A,Sai,2,2,2,2,2,2,2,2,2,8,7,7,6,7,,,,,,,,,,,,,,,,
Phân bón lá,phân bón lá npk 20-20-20,phân bón lá 20-20-20,Yes,2,Sản phẩm,30,,,https://www.hoptrisummit.com/san-pham/dinh-duong-cay-trong/phan-bon-la/hop-tri-hk-npk-20-20-20-te,#N/A,Sai,2,2,2,2,2,2,2,3,2,23,19,19,20,-,,,,,,,,,,,,,,,,
Phân bón lá,phân bón lá cao cấp,phân bón lá hữu cơ,Yes,,DMSP,30,Tối ưu technical,https://www.hoptrisummit.com/san-pham/dinh-duong-cay-trong/phan-bon-la,https://www.hoptrisummit.com/san-pham/dinh-duong-cay-trong/phan-bon-la,,Đúng,2,2,2,2,2,2,3,2,2,22,31,31,30,-,,,,,,,,,,,,,,,,
Bệnh lý – Sầu riêng,cách trị nấm trái sầu riêng,phytophthora sầu riêng,Yes,4,Blog,10,Tối ưu technical,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/phong-tru-benh-hai-do-nam-phytophthora-tren-cay-sau-rieng,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/phong-tru-benh-hai-do-nam-phytophthora-tren-cay-sau-rieng,#N/A,Đúng,2,2,3,2,3,1,1,1,2,7,-,-,-,-,,,,,,,,,,,,,,,,
Bệnh lý – Sầu riêng,nấm sầu riêng,phytophthora sầu riêng,Yes,,Blog,50,Tối ưu technical,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/phong-tru-benh-hai-do-nam-phytophthora-tren-cay-sau-rieng,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/phong-tru-benh-hai-do-nam-phytophthora-tren-cay-sau-rieng,#N/A,Đúng,2,2,2,2,2,2,2,2,2,24,-,-,-,-,,,,,,,,,,,,,,,,
Bệnh lý – Sầu riêng,nấm trái sầu riêng,phytophthora sầu riêng,Yes,,Blog,140,Tối ưu technical,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/phong-tru-benh-hai-do-nam-phytophthora-tren-cay-sau-rieng,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/phong-tru-benh-hai-do-nam-phytophthora-tren-cay-sau-rieng,#N/A,Đúng,2,2,2,2,2,1,2,2,2,1,1,1,1,1,,,,,,,,,,,,,,,,
Bệnh lý – Sầu riêng,sầu riêng bị vàng lá,sầu riêng bị vàng lá,Yes,2,Blog,110,Viết mới,,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/phong-tru-benh-vang-la-thoi-re-tren-cay-sau-rieng,#N/A,Sai,2,2,2,2,2,2,2,2,2,5,5,5,6,23,,,,,,,,,,,,,,,,
Kinh doanh BVTV,sầu riêng gai nù là gì,sầu riêng gai nù,Yes,,Blog,40,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/sau-rieng-bi-gai-nu,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/sau-rieng-bi-gai-nu,#N/A,Đúng,2,2,2,3,3,4,3,4,2,4,13,13,ND,-,,,,,,,,,,,,,,,,
Kinh doanh BVTV,sầu riêng gai nhím là gì,sầu riêng gai nù,Yes,,Blog,140,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/sau-rieng-bi-gai-nu,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/sau-rieng-bi-gai-nu,#N/A,Đúng,2,2,2,2,2,4,2,5,2,-,-,-,-,-,,,,,,,,,,,,,,,,
Bệnh lý – Sầu riêng,thán thư sầu riêng,thán thư sầu riêng,Yes,1,Blog,210,Tối ưu technical,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/benh-than-thu-tren-sau-rieng,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/benh-than-thu-tren-sau-rieng,#N/A,Đúng,2,2,1,1,1,1,1,1,2,12,9,9,8,8,,,,,,,,,,,,,,,,
Thuốc trừ cỏ,thuốc trừ cỏ chác lác,thuốc đặc trị cỏ chác lác,Yes,2,Sản phẩm,50,,,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-co/benton-480sl,#N/A,Sai,2,2,2,2,2,2,2,2,2,1,1,1,1,1,,,,,,,,,,,,,,,,
Thuốc trừ cỏ,thuốc đặc trị cỏ đuôi phụng,thuốc đặc trị cỏ gạo,Yes,1,Sản phẩm,50,,,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-co/elano-20ec,#N/A,Sai,2,2,2,2,2,2,3,3,2,1,1,1,1,1,,,,,,,,,,,,,,,,
Thuốc trừ cỏ,thuốc trừ cỏ lồng vực,thuốc đặc trị cỏ gạo,Yes,1,Sản phẩm,30,,,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-co/elano-20ec,#N/A,Sai,2,2,2,2,2,2,4,2,2,-,-,-,-,-,,,,,,,,,,,,,,,,
Sâu hại – Tổng hợp,thuốc đặc trị sâu đục thân,thuốc đặc trị sâu đục thân,Yes,,Sản phẩm,390,Tối ưu content,,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/cach-cuu-cay-bi-sau-duc-than,#N/A,Sai,2,2,2,34,35,36,41,40,2,20,22,22,-,-,,,,,,,,,,,,,,,,
Sâu hại – Tổng hợp,thuốc trừ sâu đục thân,thuốc đặc trị sâu đục thân,Yes,,Sản phẩm,320,Tối ưu content,,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/cach-cuu-cay-bi-sau-duc-than,#N/A,Sai,2,2,5,2,35,35,40,52,2,78,6,6,60,-,,,,,,,,,,,,,,,,
Thuốc BVTV,thuốc điều hòa sinh trưởng,thuốc điều hòa sinh trưởng,Yes,,Blog,260,Viết mới,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/thuoc-dieu-hoa-sinh-truong,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/thuoc-dieu-hoa-sinh-truong,,Đúng,2,2,2,2,5,5,11,4,2,4,4,4,4,22,,,,,,,,,,,,,,,,
Sâu hại – Rau màu,thuốc trị rầy phấn trắng,thuốc trị rầy phấn trắng,Yes,4,Blog,260,Tối ưu technical,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/ray-phan-trang-bien-phap-phong-tru,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/ray-phan-trang-bien-phap-phong-tru,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/ray-phan-trang-bien-phap-phong-tru,Đúng,2,2,3,-,3,3,3,3,2,-,-,-,-,-,,,,,,,,,,,,,,,,
Sâu hại – Rau màu,thuốc trừ rầy phấn trắng,thuốc trị rầy phấn trắng,No,,Blog,90,Tối ưu technical,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/ray-phan-trang-bien-phap-phong-tru,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/ray-phan-trang-bien-phap-phong-tru,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/ray-phan-trang-bien-phap-phong-tru,Đúng,2,2,12,14,-,-,-,3,2,-,1,1,5,3,,,,,,,,,,,,,,,,
Ốc bươu vàng,thuốc trừ ốc bươu vàng,thuốc trừ ốc,Yes,,Sản phẩm,90,Tối ưu content,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-oc/thuoc-tru-oc,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/phong-tru-oc-buou-vang-hai-lua,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-oc/thuoc-tru-oc,Sai,2,2,6,10,9,11,8,3,2,11,4,4,4,8,,,,,,,,,,,,,,,,
Sâu hại – Tổng hợp,thuốc trừ sâu rầy,thuốc trừ sâu,Yes,4,DMSP,70,Tối ưu technical,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-sau,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-sau,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-sau,Đúng,2,2,2,3,3,3,3,4,2,45,-,-,-,-,,,,,,,,,,,,,,,,
Sâu hại – Lúa,lúa bị sâu đục thân,vòng đời sâu đục thân,No,,Blog,70,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/vong-doi-sau-duc-than,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/cach-cuu-cay-bi-sau-duc-than,Indexed,Sai,2,2,2,2,2,3,2,-,2,4,3,3,6,6,,,,,,,,,,,,,,,,
Kỹ thuật canh tác – Sầu riêng,xử lý ra hoa sầu riêng,xử lý ra hoa sầu riêng,Yes,,Blog,170,Tối ưu content,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/ky-thuat-xu-li-sau-rieng-ra-hoa-nghich-vu-hieu-qua-an-toan,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/ky-thuat-xu-li-sau-rieng-ra-hoa-nghich-vu-hieu-qua-an-toan,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/ky-thuat-xu-li-sau-rieng-ra-hoa-nghich-vu-hieu-qua-an-toan,Đúng,2,2,-,-,2,-,-,-,2,29,51,51,-,30,,,,,,,,,,,,,,,,
Bệnh lý – Lúa,bệnh đạo ôn cổ bông trên lúa,bệnh đạo ôn cổ bông trên lúa,No,,Blog,30,Viết mới,https://hoptrisummit.com/quy-trinh-giai-phap/cay-lua/dao-on-co-bong,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/dao-on-co-bong,Indexed,Sai,3,3,2,2,3,2,3,3,3,6,3,3,3,4,,,,,,,,,,,,,,,,
Bệnh lý – Lúa,đạo ôn cổ bông,bệnh đạo ôn cổ bông trên lúa,Yes,2,Blog,390,Viết mới,https://hoptrisummit.com/quy-trinh-giai-phap/cay-lua/dao-on-co-bong,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/dao-on-co-bong,Indexed,Sai,3,3,3,3,3,3,5,6,3,-,7,7,7,7,,,,,,,,,,,,,,,,
Bệnh lý – Cây công nghiệp,bệnh khô cành khô quả trên cây cà phê,bệnh khô cành khô quả trên cây cà phê,Yes,,Blog,70,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/benh-kho-canh-kho-qua-tren-cay-ca-phe,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/benh-kho-canh-kho-qua-tren-cay-ca-phe,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/benh-kho-canh-kho-qua-tren-cay-ca-phe,Đúng,3,3,3,3,3,3,3,7,3,1,1,1,4,4,,,,,,,,,,,,,,,,
Bệnh lý – Sầu riêng,bệnh sầu riêng,bệnh sầu riêng,Yes,,Blog,30,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/benh-tren-cay-sau-rieng,http://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/benh-tren-cay-sau-rieng,Indexed,Sai,3,3,3,7,3,6,4,8,3,-,-,-,-,-,,,,,,,,,,,,,,,,
Bệnh lý – Sầu riêng,bệnh trên cây sầu riêng,bệnh sầu riêng,Yes,,Blog,70,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/benh-tren-cay-sau-rieng,http://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/benh-tren-cay-sau-rieng,Indexed,Sai,3,3,3,2,6,6,6,8,3,-,53,53,-,52,,,,,,,,,,,,,,,,
Bệnh lý – Sầu riêng,bệnh trên sầu riêng,bệnh sầu riêng,Yes,,Blog,20,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/benh-tren-cay-sau-rieng,http://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/benh-tren-cay-sau-rieng,Indexed,Sai,3,3,3,3,3,3,3,6,3,3,3,3,3,4,,,,,,,,,,,,,,,,
Bệnh lý – Sầu riêng,các bệnh trên cây sầu riêng,bệnh sầu riêng,Yes,,Blog,40,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/benh-tren-cay-sau-rieng,http://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/benh-tren-cay-sau-rieng,Indexed,Sai,3,3,3,3,3,3,6,3,3,4,5,5,5,4,,,,,,,,,,,,,,,,
Bệnh lý – Sầu riêng,các loại bệnh trên cây sầu riêng,bệnh sầu riêng,Yes,,Blog,40,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/benh-tren-cay-sau-rieng,http://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/benh-tren-cay-sau-rieng,Indexed,Sai,3,3,3,38,3,3,3,3,3,4,4,4,4,5,,,,,,,,,,,,,,,,
Bệnh lý – Sầu riêng,xì mủ sầu riêng,bệnh xì mủ trên cây sầu riêng,Yes,3,Blog,90,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/benh-xi-mu-tren-cay-sau-rieng,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/benh-xi-mu-tren-cay-sau-rieng,Indexed,Đúng,3,3,3,3,3,1,1,1,3,2,-,-,-,-,,,,,,,,,,,,,,,,
Thuốc trừ cỏ,cách sử dụng thuốc trừ cỏ tiền nảy mầm,cách sử dụng thuốc trừ cỏ tiền nảy mầm,Yes,,Blog,90,Viết mới,,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/thuoc-tru-co-hau-nay-mam-som,#N/A,Sai,3,3,15,11,16,14,15,-,3,40,-,-,-,-,,,,,,,,,,,,,,,,
Kỹ thuật canh tác – Sầu riêng,chống rụng hoa và trái non,chống rụng hoa và trái non,Yes,3,Blog,110,Tối ưu technical,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cay-rau-mau/chong-rung-hoa-va-trai-non,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/chong-rung-hoa-va-trai-non,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cay-rau-mau/chong-rung-hoa-va-trai-non,Sai,3,3,-,5,5,4,6,4,3,11,11,11,11,16,,,,,,,,,,,,,,,,
Kỹ thuật canh tác – Sầu riêng,chống rụng trái non,chống rụng hoa và trái non,Yes,,Blog,30,Tối ưu technical,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cay-rau-mau/chong-rung-hoa-va-trai-non,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/sau-benh-rung-trai-non,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cay-rau-mau/chong-rung-hoa-va-trai-non,Sai,3,3,2,2,2,3,3,2,3,17,12,12,16,14,,,,,,,,,,,,,,,,
Kinh doanh BVTV,công ty thuốc bảo vệ thực vật,công ty thuốc bảo vệ thực vật,No,,Blog,170,Viết mới,,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat,#N/A,Sai,3,3,6,5,4,4,3,2,3,-,-,-,-,-,,,,,,,,,,,,,,,,
Kinh doanh BVTV,danh sách công ty thuốc bảo vệ thực vật,công ty thuốc bảo vệ thực vật,Yes,5,Blog,30,Viết mới,,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat,#N/A,Sai,3,3,-,3,-,3,-,6,3,3,3,3,3,3,,,,,,,,,,,,,,,,
Bệnh lý – Lúa,biện pháp phòng trừ bệnh đạo ôn hại lúa,đạo ôn,Yes,2,Blog,110,Tối ưu technical,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/benh-dao-on-la-lua-va-cach-phong-tru,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/benh-dao-on-la-lua-va-cach-phong-tru,#N/A,Đúng,3,3,3,3,3,2,3,3,3,7,47,47,44,38,,,,,,,,,,,,,,,,
Bệnh lý – Lúa,lem lép hạt,lem lép hạt,Yes,3,Blog,390,Tối ưu technical,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/bien-phap-phong-tru-benh-lem-lep-hat-lua,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/bien-phap-phong-tru-benh-lem-lep-hat-lua,#N/A,Đúng,3,3,3,2,2,3,2,3,3,10,5,5,6,8,,,,,,,,,,,,,,,,
Bệnh lý – Tổng hợp,bệnh nấm hồng,nấm hồng,Yes,,Blog,210,Viết mới,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/nam-hong,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/benh-nam-hong-tren-cay-sau-rieng,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/nam-hong,Sai,3,3,54,56,56,57,56,51,3,ND,14,14,14,-,,,,,,,,,,,,,,,,
Dinh dưỡng – Lúa,phân bón lá cho lúa,phân bón lá cho lúa,Yes,2,DMSP,40,Tối ưu technical,https://www.hoptrisummit.com/en/bon-phan-cho-lua,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/bon-phan-cho-lua,https://www.hoptrisummit.com/en/bon-phan-cho-lua,Sai,3,3,3,3,3,3,1,-,3,2,2,2,2,2,,,,,,,,,,,,,,,,
Phân bón lá,phân bón lá trung vi lượng,phân bón lá trung vi lượng,Yes,,Blog,260,Viết mới,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/phan-bon-la-trung-vi-luong,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/phan-bon-la-trung-vi-luong,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/phan-bon-la-trung-vi-luong,Đúng,3,3,7,7,5,8,9,21,3,1,1,1,2,2,,,,,,,,,,,,,,,,
Bệnh lý – Sầu riêng,thuốc nấm sầu riêng,phytophthora sầu riêng,Yes,2,Blog,50,Tối ưu technical,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/phong-tru-benh-hai-do-nam-phytophthora-tren-cay-sau-rieng,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/phong-tru-benh-hai-do-nam-phytophthora-tren-cay-sau-rieng,#N/A,Đúng,3,3,2,2,2,3,3,2,3,1,1,1,1,1,,,,,,,,,,,,,,,,
Bệnh lý – Sầu riêng,bệnh khô cành trên cây sầu riêng,sầu riêng bị khô đọt,Yes,,Blog,40,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/sau-rieng-bi-kho-dot,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/sau-rieng-bi-kho-dot,#N/A,Đúng,3,3,4,4,4,4,4,10,3,3,2,2,2,3,,,,,,,,,,,,,,,,
Bệnh lý – Sầu riêng,thuốc chống thối rễ,thuốc chống thối rễ,Yes,2,Blog,40,Tối ưu technical,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/thuoc-dac-tri-vang-la-thoi-re,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/thuoc-dac-tri-vang-la-thoi-re,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/thuoc-dac-tri-vang-la-thoi-re,Đúng,3,3,5,4,4,4,2,2,3,-,9,9,9,-,,,,,,,,,,,,,,,,
Chuột & động vật hại,thuốc chuột dạng viên,thuốc chuột dạng viên,No,,Sản phẩm,170,Tối ưu content,https://www.hoptrisummit.com/san-pham/suc-khoe-cong-dong/diet-chuot/thuoc-diet-chuot-storm-0-005,https://www.hoptrisummit.com/san-pham/suc-khoe-cong-dong/diet-chuot/thuoc-diet-chuot-storm-0-005,https://www.hoptrisummit.com/san-pham/suc-khoe-cong-dong/diet-chuot/thuoc-diet-chuot-storm-0-005,Đúng,3,3,3,8,3,4,3,3,3,-,-,-,-,-,,,,,,,,,,,,,,,,
Chuột & động vật hại,thuốc chuột không mùi vị,thuốc chuột dạng viên,Yes,3,Sản phẩm,70,Tối ưu content,https://www.hoptrisummit.com/san-pham/suc-khoe-cong-dong/diet-chuot/thuoc-diet-chuot-storm-0-005,https://www.hoptrisummit.com/san-pham/suc-khoe-cong-dong/diet-chuot/thuoc-diet-chuot-storm-0-005,https://www.hoptrisummit.com/san-pham/suc-khoe-cong-dong/diet-chuot/thuoc-diet-chuot-storm-0-005,Đúng,3,3,4,5,6,5,6,6,3,1,1,1,1,1,,,,,,,,,,,,,,,,
Thuốc trừ cỏ,thuốc đặc trị cỏ chác lác,thuốc đặc trị cỏ chác lác,No,,Sản phẩm,210,,,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-co/benton-480sl,#N/A,Sai,3,3,4,3,4,3,3,4,3,-,-,-,-,-,,,,,,,,,,,,,,,,
Thuốc trừ cỏ,thuốc trừ cỏ đuôi phụng,thuốc đặc trị cỏ gạo,Yes,1,Sản phẩm,70,,,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-co/elano-20ec,#N/A,Sai,3,3,3,3,3,3,3,3,3,3,4,4,3,4,,,,,,,,,,,,,,,,
Thuốc BVTV,thuốc điều hòa sinh trưởng là gì,thuốc điều hòa sinh trưởng,Yes,,Blog,30,Viết mới,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/thuoc-dieu-hoa-sinh-truong,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/thuoc-dieu-hoa-sinh-truong,,Đúng,3,3,3,3,7,9,9,8,3,3,4,4,3,-,,,,,,,,,,,,,,,,
